"ID","SNAME","K","Name","DECODE","CalcTip","GLN","UNIT","F","IDF","USUNIT","KFF","USKFF","L2","P","F1","F2","PTip","nHDR","View","FldNam","format"
"300","dnfd5",,,"[nº-nƒ]*1E5",,,"                              ","          ","NNN   ","                              ","1E5       ","1E5       ",,"[nº-nƒ]                                           ",,,"NNN ",0,1,,
"300","dngf5",,,"[n†-nº]*1E5",,,"                              ","          ","NNN   ","                              ","1E5       ","1E5       ",,"[n†-nº]                                           ",,,"NNN ",0,1,,
"730","reps6",,,"[1/î']·[dî'/dT]*1E6,K^-1",,,"K^-1                          ","          ","TEC   ","K^-1                          ","1E6       ","1E6       ",,"[1/î']·[dî'/dT]                                   ",,,"TEC ",0,1,,
"000","cm",,,"Crucible material",,,"                              ","          ","      ","                              ","          ","          ",,"Crucible material                                 ",,,"    ",0,1,,
"800","d18",,,"D*1E18,cm2/s",,,"cm2/s                         ","          ","DIF   ","m2/s                          ","1E18      ","1E18      ",,"D                                                 ",,,"DIF ",0,1,,
"600","exsi/l",,,"Extr.SiOâ,mg/l",,,"mg/l                          ","          ","      ","mg/l                          ","          ","          ",,"Extr.SiOâ                                         ",,,"    ",0,1,,
"890","wc",,,"ù,K",,,"K                             ","          ","TMP   ","K                             ","          ","          ",,"ù                                                 ",,,"TMP ",0,1,,
"890","emm",,,"õ,mB",,,"mB                            ","          ","      ","mB                            ","          ","          ",,"õ                                                 ",,,"    ",0,1,,
"890","cc",,,"Curie constant",,,"                              ","          ","      ","                              ","          ","          ",,"Curie constant                                    ",,,"    ",0,1,,
"890","vcr",,,"Verdet const.,rad/T.m",,,"rad/T.m                       ","          ","      ","rad/T.m                       ","          ","          ",,"Verdet const.                                     ",,,"    ",0,1,,
"950","ltauoh",,,"log(üà,h)",,,"h                             ","log       ","TIM   ","h                             ","          ","          ",,"üà                                                ",,,"TIM ",0,1,,
"950","aekmt",,,"E[ü],kcal/mol",,,"kcal/mol                      ","          ","ENT   ","kJ/g-atom                     ","          ","          ",,"E[ü]                                              ",,,"ENT ",0,1,,
"950","aekmv",,,"E¡,kcal/mol",,,"kcal/mol                      ","          ","ENT   ","kJ/g-atom                     ","          ","          ",,"E¡                                                ",,,"ENT ",0,1,,
"950","v0h",,,"và,Microm/h",,,"Microm/h                      ","          ","VEL   ","cm/s                          ","          ","          ",,"và                                                ",,,"CRT ",0,1,,
"950","ip0h",," ","üà,h",,,"h                             ","          ","TIM   ","h                             ","          ","          ",,"üà                                                ",,,"TIM ",0,1,,
"950","ddmkm",,,"d‚,Microm",,,"Microm                        ","          ","WAV   ","Micronm                       ","          ","          ",,"d‚                                               ",,,"WAV ",0,1,,
"950","lnv0mc/m",,,"ln(và,Microm/min)",,,"Microm/min                    ","ln        ","VEL   ","cm/s                          ","          ","          ",,"và                                                ",,,"CRT ",0,1,,
"950","td",,,"Tƒ, oC",,,"oC                            ","          ","TMP   ","K                             ","          ","          ",,"Tƒ                                                ",,,"TMP ",0,1,,
"200","cpj/tg",,,"C/TÃ,õJ/g.K4",,,"uJ/g.K4                       ","          ","      ","uJ/g.K4                       ","          ","          ",,"C/TÃ                                             ",,,"    ",0,1,,
"200","lce/g",,,"log(C,erg/g.K)",,,"erg/g.K                       ","log       ","HTC   ","J/g-atom.K                    ","          ","          ",,"C                                                 ",,,"HTC ",0,1,,
"000","note",,,"Note",,,"                              ","          ","      ","                              ","          ","          ",,"Note                                              ",,,"    ",0,1,,
"200","dh300j/g",,,"H-Hãàà,J/g",,,"J/g                           ","          ","ENT   ","kJ/g-atom                     ","          ","          ",,"H-Hãàà                                           ",,,"ENT ",0,1,,
"300","wm",,,"ô,Microm",,,"Microm                        ","          ","WAV   ","Micronm                       ","          ","          ",,"ô                                                 ",,,"WAV ",0,1,,
"300","phe",,,"E,eV",,,"eV                            ","          ","ACE   ","kcal/mole                     ","          ","          ",,"E                                                 ",,,"ACE ",0,1,,
"300","wmr2",,,"ô¬Â,Microm^-2",,,"Microm^-2                     ","          ","      ","Microm^-2                     ","          ","          ",,"ô¬Â                                               ",,,"    ",0,1,,
"700","lsrl",,,"log(ú[Li¨],Ohm.cm)",,,"Ohm.cm                        ","log       ","ELR   ","Ohm.cm                        ","          ","          ",,"ú[Li¨]                                            ",,,"ELR ",0,1,,
"700","lsrn",,,"log(ú[Na¨],Ohm.cm)",,,"Ohm.cm                        ","log       ","ELR   ","Ohm.cm                        ","          ","          ",,"ú[Na¨]                                            ",,,"ELR ",0,1,,
"700","lsrk",,,"log(ú[K¨],Ohm.cm)",,,"Ohm.cm                        ","log       ","ELR   ","Ohm.cm                        ","          ","          ",,"ú[K¨]                                             ",,,"ELR ",0,1,,
"518","lacb",,,"log(ê,dB/cm)",,,"dB/cm                         ","log       ","ABS   ","dB/cm                         ","          ","          ",,"ê                                                 ",,,"ABS ",0,1,,
"730","eps/e4",,,"[Íî'/î']*1E4",,,"                              ","          ","      ","                              ","1E4       ","1E4       ",,"[Íî'/î']                                          ",,,"    ",0,1,,
"200","cve/kc",,,"C¡/TÃ,erg/K4.cm3",,,"erg/K4.cm3                    ","          ","      ","erg/K4.cm3                    ","          ","          ",,"C¡/TÃ                                             ",,,"    ",0,1,,
"300","n/t4",,,"dn/dT*1E4,K^-1",,,"K^-1                          ","          ","TEC   ","K^-1                          ","1E4       ","1E4       ",,"dn/dT                                             ",,,"TEC ",0,1,,
"500","lacb",,,"log(ê,dB/cm)",,,"dB/cm                         ","log       ","ABS   ","dB/cm                         ","          ","          ",,"ê                                                 ",,,"ABS ",0,1,,
"830","sclp",,,"S[Cl],wt%",,,"wt%                           ","          ","      ","wt%                           ","          ","          ",,"S[Cl]                                             ",,,"    ",0,1,,
